Filename,Year,Age,Country Code,Country Name,World Region,Size,Mean Color,Variance,AgeClass
2018_14-17_1649_SGP_R_C.jpg,2018,14-17,SGP,Singapore,Southeast Asia,"(924, 885)",[155.17848827 161.38579255 166.58442904],[4967.61272701 4888.70777379 5255.11077841],4
2018_MS_1536_MEX_R_C.jpg,2018,MS,MEX,Mexico,Latin America and the Caribbean,"(633, 814)",[155.446501   140.56497665 126.44558108],[3327.43433195 3124.74027986 3464.14502834],6
2018_14-17_1640_SGP_R_C.jpg,2018,14-17,SGP,Singapore,Southeast Asia,"(876, 1162)",[156.56278244 147.03231714 146.82512143],[3155.67806624 3166.27305788 3287.80941053],4
2018_14-17_1654_SGP_R_C.jpg,2018,14-17,SGP,Singapore,Southeast Asia,"(880, 613)",[80.80817514 76.30195388 74.04160796],[2652.00645178 2353.29213989 2080.73458236],4
2018_14-17_1663_SGP_R_C.jpg,2018,14-17,SGP,Singapore,Southeast Asia,"(943, 911)",[177.78813326 178.32661369 175.55355133],[6879.15593361 7058.60821851 6913.79554083],4
2018_14-17_1821_CZE_R_C.jpg,2018,14-17,CZE,Czech Republic,Eastern Europe,"(1237, 894)",[114.91063662  95.39683763  92.46563274],[3940.14117801 2116.69587443 2812.76438209],4
2018_MS_1538_MEX_R_C.jpg,2018,MS,MEX,Mexico,Latin America and the Caribbean,"(647, 823)",[155.29437107 158.04591713 157.38914065],[2405.44619474 2446.28259286 2535.25627049],6
2018_14-17_1634_SGP_R_C.jpg,2018,14-17,SGP,Singapore,Southeast Asia,"(915, 1407)",[156.95337132 149.25658515 143.66290484],[4751.05441635 4044.64551053 3503.191027  ],4
2018_14-17_1420_FRA_R_C.jpg,2018,14-17,FRA,France,Western Europe,"(871, 641)",[77.07834164 76.15664746 86.88299174],[1674.07310337 2282.44417525 2260.78628435],4
2018_MS_1531_MEX_R_C.jpg,2018,MS,MEX,Mexico,Latin America and the Caribbean,"(637, 815)",[142.4751317  124.75102041 114.58378134],[2601.27558761 2053.79716683 1893.44973012],6
2018_14-17_1839_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1475, 1134)",[189.05747407 175.8693319  155.38858219],[3903.57715886 3927.5566705  3307.0386622 ],4
2018_MS_1529_MEX_R_C.jpg,2018,MS,MEX,Mexico,Latin America and the Caribbean,"(642, 819)",[141.41666381 138.54516754 132.38078311],[3844.79111726 3751.98628526 4272.76863455],6
2018_14-17_1666_UKR_R_C.jpg,2018,14-17,UKR,Ukraine,Eastern Europe,"(1776, 1271)",[125.33168579 125.18257021 128.19343498],[2095.79804489 2243.56224575 2389.17451436],4
2018_14-17_1289_SVK_R_C.jpg,2018,14-17,SVK,Slovakia,Eastern Europe,"(1266, 1788)",[53.5947938  50.63007243 59.86827622],[1206.99729528  815.44879784 1121.81686794],4
2018_14-17_1729_KAZ_R_C.jpg,2018,14-17,KAZ,Kazakhstan,Central Asia,"(1764, 1273)",[89.51113213 89.20739215 72.31425044],[2009.01246575 2043.75749189 1881.55379042],4
2018_14-17_1687_LTU_R_C.jpg,2018,14-17,LTU,Lithuania,Northern Europe,"(1891, 1361)",[75.52103646 67.28395497 47.69810009],[2265.2077441   867.02195303  574.87795715],4
2018_MS_0509_FRA_R_C.jpg,2018,MS,FRA,France,Western Europe,"(884, 1236)",[102.50062602  76.77377579 100.60347842],[1880.37398005 1887.6691198  2842.09964674],6
2018_14-17_1795_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1429, 1009)",[62.83580803 66.18968888 77.04204011],[3232.2680195  3401.42266427 3182.78524746],4
2018_14-17_1810_GRC_R_C.jpg,2018,14-17,GRC,Greece,Southern Europe,"(1458, 1300)",[ 94.9864952  122.27275245 160.13269758],[2161.88340473 2403.1098854  4306.99850143],4
2018_MS_1537_MEX_R_C.jpg,2018,MS,MEX,Mexico,Latin America and the Caribbean,"(818, 641)",[148.12844005 145.44759296 145.52536722],[3787.37277115 4271.17631072 4709.46463367],6
2018_14-17_1894_POL_R_C.jpg,2018,14-17,POL,Poland,Eastern Europe,"(1239, 899)",[134.13987293 139.57190709 139.10671888],[7149.6196949  6932.93288467 7066.78586315],4
2018_14-17_1837_CZE_R_C.jpg,2018,14-17,CZE,Czech Republic,Eastern Europe,"(2261, 1282)",[170.31677409 170.45121234 170.73144882],[6609.42108909 6680.7893181  6378.35756837],4
2018_14-17_1632_SGP_R_C.jpg,2018,14-17,SGP,Singapore,Southeast Asia,"(1198, 925)",[134.32015341 132.85451248 123.3951216 ],[5829.55654254 5524.83328089 4643.91616155],4
2018_14-17_1577_CHN_R_C.jpg,2018,14-17,CHN,China,Eastern Asia,"(1235, 900)",[90.0420135  85.79797751 89.74706523],[3042.72649038 2724.40323729 2044.92398711],4
2018_14-17_1576_CHN_R_C.jpg,2018,14-17,CHN,China,Eastern Asia,"(1244, 900)",[129.46311183 112.96163183  90.78277242],[3572.75181718 2714.83449162 1999.916108  ],4
2018_14-17_1958_POL_R_C.jpg,2018,14-17,POL,Poland,Eastern Europe,"(1233, 1647)",[101.07886737 105.56549277  91.16786795],[2000.40312604 2212.05849621 1426.84434584],4
2018_14-17_1719_RUS_R_C.jpg,2018,14-17,RUS,Russia,Eastern Europe,"(1801, 1299)",[108.28404201 101.66393403  93.86030599],[2558.24415892 2439.63416962 2186.4241327 ],4
2018_14-17_1684_LTU_R_C.jpg,2018,14-17,LTU,Lithuania,Northern Europe,"(1352, 1878)",[161.47622266 140.82430045 106.26391856],[3445.23178792 2525.49877337 1599.4050447 ],4
2018_14-17_1546_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(1003, 1412)",[165.99863582 164.38776588 165.40200503],[4824.10595082 4940.23321212 4866.41010176],4
2018_14-17_1337_LVA_R_C.jpg,2018,14-17,LVA,Latvia,Northern Europe,"(1427, 1507)",[135.35369769 127.94617782 102.39064557],[5670.48038489 5254.66942932 5967.22487857],4
2018_14-17_1295_LVA_R_C.jpg,2018,14-17,LVA,Latvia,Northern Europe,"(1211, 907)",[104.46782662 102.73527942 101.04083115],[7547.9188851  7508.57488468 6634.34537575],4
2018_14-17_1502_RUS_R_C.jpg,2018,14-17,RUS,Russia,Eastern Europe,"(891, 1232)",[126.02277282 117.65439842 119.38403425],[3916.011091   3562.94447887 3725.42789357],4
2018_14-17_1263_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(1261, 1910)",[173.73062848 171.98417528 175.83821076],[4281.35539075 4418.06217408 4512.5087811 ],4
2018_14-17_0871_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(673, 1434)",[115.74979225 106.44677758  98.37472982],[3429.97162219 2152.37970741 1871.89589054],4
2018_14-17_0840_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(996, 744)",[181.00057218 182.55254351 175.33874072],[3935.27517834 3985.68026969 3463.64945534],4
2018_14-17_1454_FRA_R_C.jpg,2018,14-17,FRA,France,Western Europe,"(1198, 923)",[202.30763805 202.41582667 198.10024924],[3917.730962   3983.54232502 3820.26329932],4
2018_14-17_0868_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(1484, 1020)",[84.89205314 86.30948813 91.26888642],[4160.76518072 3962.21357705 5308.19640283],4
2018_14-17_0912_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(1191, 911)",[123.66803072 100.90932543  93.19948092],[3465.60295888 1789.60653424 1516.9817631 ],4
2018_14-17_0882_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(1305, 962)",[124.88077043 105.42832063  99.87956683],[4444.56520936 3598.80701308 3502.97449626],4
2018_14-17_1419_FRA_R_C.jpg,2018,14-17,FRA,France,Western Europe,"(619, 873)",[110.55716366  84.68884337  77.40387722],[3953.05272136 2990.22137018 2266.62809023],4
2018_14-17_0898_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(1307, 966)",[126.07782905 110.39229598  91.28309738],[4382.10996545 3525.62852088 2263.54086141],4
2018_14-17_0861_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(1483, 1070)",[97.65826091 92.93766614 84.84414391],[6629.01179502 6048.8747641  4804.11518621],4
2018_14-17_0853_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(927, 1291)",[129.22689569 111.32890804 110.48294015],[4819.78251222 3617.29873586 4600.74129581],4
2018_14-17_0307_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(1739, 1279)",[64.74407883 51.70459778 58.52514206],[1273.76152428  655.60603138  649.18740754],4
2018_14-17_1179_UKR_R_C.jpg,2018,14-17,UKR,Ukraine,Eastern Europe,"(2469, 1822)",[61.26466761 59.75338789 63.90872127],[1498.33940546 1459.92338593 1560.59530009],4
2018_14-17_0863_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(1447, 1038)",[123.04874879 105.37316992 101.43908865],[4582.0342484  4060.05540248 4897.50453455],4
2018_14-17_1189_UKR_R_C.jpg,2018,14-17,UKR,Ukraine,Eastern Europe,"(2460, 1822)",[90.89057611 62.5622306  83.48596624],[1829.69112874 1280.18429905 1573.67127459],4
2018_14-17_0310_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(1177, 2619)",[95.19005613 84.75023738 65.32907843],[3411.11073016 2475.70600973 1211.67282237],4
2018_14-17_0300_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(2478, 1788)",[138.36596501 136.62431094 141.23109087],[6782.95767219 6693.88829711 7352.70007732],4
2018_14-17_0638_ROM_R_C.jpg,2018,14-17,ROM,Unknown,Unknown,"(1224, 886)",[130.08091739 128.50195857 109.94124655],[5068.9965138  4490.55365401 3513.73527242],4
2018_14-17_1291_SVK_R_C.jpg,2018,14-17,SVK,Slovakia,Eastern Europe,"(1268, 1786)",[46.9361786  48.91137033 51.62941614],[799.90368954 603.54494283 439.21242438],4
2018_14-17_1181_UKR_R_C.jpg,2018,14-17,UKR,Ukraine,Eastern Europe,"(2469, 1822)",[83.21242974 90.35619331 91.59838618],[1394.77284588 1885.40105617 2236.96339207],4
2018_14-17_0304_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(1753, 1271)",[99.07507328 86.59839062 82.25510544],[2797.24250286 1498.02364319 2420.25005458],4
2018_14-17_0302_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(1744, 2458)",[ 88.69223552  86.016952   100.19987977],[6397.25983482 6346.96726035 5897.28063231],4
2018_14-17_0391_MYS_R_C.jpg,2018,14-17,MYS,Malaysia,Southeast Asia,"(1381, 1829)",[104.89749902  99.27198419  87.71532423],[3664.39433009 3520.81536795 3209.67112065],4
2018_14-17_0228_SGP_R_C.jpg,2018,14-17,SGP,Singapore,Southeast Asia,"(907, 925)",[157.19758276 150.11547543 133.57907089],[5543.4559913  5479.57526222 4693.96866928],4
2018_14-17_0200_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1228, 896)",[154.99309635 143.17397172 128.69283769],[3404.44503399 2672.61598373 2299.79815673],4
2018_14-17_0562_CHN_R_C.jpg,2018,14-17,CHN,China,Eastern Asia,"(1762, 1274)",[135.98546143 114.54365579 119.72959451],[4589.50074997 4352.0936448  4776.47342023],4
2018_14-17_0564_CHN_R_C.jpg,2018,14-17,CHN,China,Eastern Asia,"(1763, 1277)",[125.07436823 117.07617382 102.31210504],[4325.81303919 3725.52885297 4152.93225839],4
2018_14-17_0298_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(1742, 2449)",[194.42090307 193.08369662 201.52437814],[3515.23085163 3480.50567435 3722.06107512],4
2018_14-17_0532_CHN_R_C.jpg,2018,14-17,CHN,China,Eastern Asia,"(1756, 1265)",[132.297366   125.06131389 116.87301539],[3494.19968379 3462.4159976  4138.12344383],4
2018_14-17_1453_FRA_R_C.jpg,2018,14-17,FRA,France,Western Europe,"(709, 943)",[97.82860869 99.40688796 83.08493285],[2583.34471096 1936.14695798 3523.14464697],4
2018_14-17_0847_MEX_R_C.jpg,2018,14-17,MEX,Mexico,Latin America and the Caribbean,"(718, 1015)",[146.9478793  145.15868244 150.81876861],[2667.350259   2851.71867185 3309.83218256],4
2018_14-17_0205_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1442, 1046)",[154.08322239 144.72239467 120.44789874],[4362.73132202 2846.95099873 2559.51532857],4
2018_14-17_0210_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1477, 1073)",[177.28434252 164.32101354 153.85508269],[4425.67389512 3006.86495679 2623.29454313],4
2018_14-17_0197_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1424, 999)",[75.59770866 44.70764655 31.47007752],[3064.68474281  839.79699268  464.47428066],4
2018_14-17_0292_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(1407, 1107)",[163.11170242 125.10702649  96.98834001],[3046.51058284 2809.2894784  1879.88447827],4
2018_14-17_0206_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1094, 1384)",[84.04626325 74.74960438 59.68352997],[1390.453455   1080.23818719  460.33979372],4
2018_14-17_0199_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1075, 1550)",[93.22162281 78.1271976  59.4755865 ],[1309.16285692  670.22159601  294.22160743],4
2018_14-17_0280_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(1748, 2449)",[171.06783673 167.34793191 178.83307809],[3489.34433028 3515.25291353 3879.42016002],4
2018_14-15_0394_MYS_R_C.jpg,2018,14-15,MYS,Malaysia,Southeast Asia,"(1389, 1833)",[130.28070016 135.71722406 119.67801607],[4535.70850549 4515.01252858 3811.70377102],6
2018_14-17_0162_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1295, 1012)",[ 59.34816946  75.66537229 102.89783906],[1090.98021713 2002.02609486 3394.32371854],4
2018_14-17_0191_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1142, 1033)",[181.15185058 180.90136867 182.12282675],[4911.21497425 4944.13796707 4791.1792458 ],4
2018_14-17_0164_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1428, 1114)",[120.13264776 117.22551408 113.14518177],[9912.46379057 9710.79853298 8099.68290985],4
2018_MS_1532_MEX_R_C.jpg,2018,MS,MEX,Mexico,Latin America and the Caribbean,"(634, 815)",[181.39940199 180.27573687 184.64232742],[2596.97167544 2591.23112793 2625.07270704],6
2018_14-17_0158_ITA_R_C.jpg,2018,14-17,ITA,Italy,Southern Europe,"(1414, 982)",[164.74773864 116.65413871  46.72858987],[3382.75479541 1861.82360916  600.11250511],4
2018_14-17_0061_KAZ_R_C.jpg,2018,14-17,KAZ,Kazakhstan,Central Asia,"(1264, 1787)",[146.91728146 143.35546369 138.36020875],[3582.71425073 3476.68260869 3493.26616988],4
2018_MS_1530_MEX_R_C.jpg,2018,MS,MEX,Mexico,Latin America and the Caribbean,"(644, 828)",[147.22437701 150.68634103 149.91007666],[2089.98058521 2271.64381094 2155.95100102],6
2018_14-17_0293_EST_R_C.jpg,2018,14-17,EST,Estonia,Northern Europe,"(2482, 1793)",[117.88843308 118.77524557 136.74126775],[5584.40901949 5836.79361654 5753.93064722],4
2018_MS_1390_FRA_R_C.jpg,2018,MS,FRA,France,Western Europe,"(1296, 1011)",[161.76857118 158.18941718 163.78180981],[6267.29406059 6151.82062933 6460.32678487],6
2018_18-25_1169_UKR_R_C.jpg,2018,18-25,UKR,Ukraine,Eastern Europe,"(488, 1280)",[74.18129483 55.79754899 60.68224898],[2485.89366587  884.10914006  990.59243849],5
2018_18-25_1602_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(979, 1280)",[71.27751692 78.89686542 88.93340622],[2658.12106914 3146.65835425 4064.69723949],5
2018_18-25_1172_UKR_R_C.jpg,2018,18-25,UKR,Ukraine,Eastern Europe,"(952, 1280)",[72.944235   70.55011735 69.815959  ],[2186.53961529 1977.96442299 1825.27751858],5
2018_18-25_0936_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1517, 2396)",[66.72563947 76.07676219 81.08864092],[1751.16449061 2339.19927039 2609.3039523 ],5
2018_18-25_1919_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1817, 2693)",[143.74429109 144.90919281 152.80694379],[5034.83264222 4694.20866164 4608.43446029],5
2018_18-25_0937_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1272, 2249)",[74.91807994 77.250639   67.08085879],[3619.14452018 3060.13408172 2015.64501943],5
2018_18-25_0923_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(921, 749)",[167.42592295 163.4959229  169.23455523],[4090.94701713 3763.14586627 3901.13566588],5
2018_18-25_1601_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1687, 1351)",[97.18939274 87.25197608 77.3384825 ],[1673.26069133 1240.1104783  1123.51952969],5
2018_18-25_0540_CHN_R_C.jpg,2018,18-25,CHN,China,Eastern Asia,"(1256, 1767)",[80.8783672  82.77857546 82.74853741],[3361.65614905 3000.46190094 2853.72307086],5
2018_18-25_0930_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(972, 1335)",[154.04284845 150.38468273 148.23014057],[2481.13331374 2248.27764611 2102.97938453],5
2018_18-25_1176_UKR_R_C.jpg,2018,18-25,UKR,Ukraine,Eastern Europe,"(1790, 2485)",[94.47838697 67.20540787 69.73588818],[3727.48472189 1969.62437259 1675.04879918],5
2018_18-25_1889_POL_R_C.jpg,2018,18-25,POL,Poland,Eastern Europe,"(879, 1236)",[121.31274691 121.52817909 123.53970108],[5201.36117852 5058.76638123 5181.90348934],5
2018_18-25_1463_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1280, 882)",[76.48933089 79.42204418 83.30694799],[2359.50912122 2783.42610295 3098.34509522],5
2018_18-25_0989_IRN_R_C.jpg,2018,18-25,IRN,Iran (Islamic Republic of),S. Asia,"(753, 1032)",[131.6465945  136.58169004 157.99872217],[3110.19181445 2874.60337749 2809.9816081 ],5
2018_18-25_0537_CHN_R_C.jpg,2018,18-25,CHN,China,Eastern Asia,"(1266, 1765)",[76.56658701 78.05072388 89.35398189],[3502.32839582 2587.58601509 2616.16366075],5
2018_18-25_0924_MEX_a_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(968, 767)",[148.91847328 146.82239486 148.09049964],[4572.20549256 4039.88720178 3288.05868244],5
2018_18-25_1899_POL_R_C.jpg,2018,18-25,POL,Poland,Eastern Europe,"(885, 1233)",[134.13656004 134.08891821 138.01130402],[5245.7125705  5103.02908478 5355.8416114 ],5
2018_18-25_0049_SIN_R_C.jpg,2018,18-25,SIN,Unknown,Unknown,"(1647, 2215)",[167.93356798 166.45116684 165.8794936 ],[4029.47035713 4064.32336261 3756.27416396],5
2018_18-25_1293_SVK_R_C.jpg,2018,18-25,SVK,Slovakia,Eastern Europe,"(1728, 1268)",[166.74829036 172.66089789 167.55851479],[4648.92840074 4219.5704286  5608.01798348],5
2018_18-25_1487_MYS_R_C.jpg,2018,18-25,MYS,Malaysia,Southeast Asia,"(1693, 1175)",[59.94678162 53.71430094 45.7450443 ],[2084.97591031 1676.99186765 1179.36642814],5
2018_18-25_1175_UKR_R_C.jpg,2018,18-25,UKR,Ukraine,Eastern Europe,"(2471, 1842)",[101.20019105  74.80553047  71.72434024],[3144.95455662 1983.83628472 1378.76688744],5
2018_18-25_0274_EST_R_C.jpg,2018,18-25,EST,Estonia,Northern Europe,"(2500, 1816)",[146.77896432 143.72077775 147.45382974],[4914.53621769 3739.09079904 4042.50306924],5
2018_18-25_1177_UKR_R_C.jpg,2018,18-25,UKR,Ukraine,Eastern Europe,"(1767, 2450)",[63.2316852  59.77003707 62.55874063],[2319.04578583 2359.8033327  2420.83466177],5
2018_18-25_1912_POL_R_C.jpg,2018,18-25,POL,Poland,Eastern Europe,"(1889, 2815)",[82.4536965  73.27741425 83.22362373],[2088.39290403 1831.8557598  2132.63041276],5
2018_18-25_0043_IRA_R_C.jpg,2018,18-25,IRA,Unknown,Unknown,"(894, 748)",[99.65636029 79.56598356 70.13339973],[2504.10602616 1723.47831434 1301.92753524],5
2018_18-25_1923_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1614, 2496)",[139.50274044 142.23944184 155.23417195],[4334.22050491 4494.33942583 4678.7976149 ],5
2018_18-25_0539_CHN_R_C.jpg,2018,18-25,CHN,China,Eastern Asia,"(1329, 1757)",[ 91.18891605 103.91941767 112.68186761],[3176.22992226 2844.93481018 3584.05183328],5
2018_18-25_0272_EST_R_C.jpg,2018,18-25,EST,Estonia,Northern Europe,"(1776, 2501)",[62.7177361  71.20328715 88.78678709],[3139.9289203  3060.29795748 2852.22869815],5
2018_18-25_0935_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1484, 2222)",[151.11879884 153.40655895 164.32343255],[3456.06908602 3689.86650562 3952.06477448],5
2018_18-25_1178_UKR_R_C.jpg,2018,18-25,UKR,Ukraine,Eastern Europe,"(2476, 1803)",[105.69278854 103.2850746  108.81935443],[3611.01448563 3749.68230503 3945.22001401],5
2018_18-25_1921_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1863, 1409)",[35.09226211 38.98818423 50.44396025],[1646.70395495 1537.59243813 1346.05408226],5
2018_18-25_1922_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1499, 1939)",[106.06710508  80.84669064  67.96371657],[6477.34556422 5401.04693412 2619.46187523],5
2018_18-25_1565_ROM_R_C.jpg,2018,18-25,ROM,Unknown,Unknown,"(1212, 899)",[ 95.91115174 101.27638887 110.64824594],[2423.67523392 2615.25219394 2966.96700154],5
2018_18-25_1918_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(2699, 1867)",[160.77689092 159.61633115 168.92774606],[3356.45910488 3170.40669889 3386.62798576],5
2018_18-25_1916_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1823, 2655)",[138.26559519 139.77738563 148.49584313],[5673.15109589 4404.53423546 4663.00087221],5
2018_18-25_1915_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(2691, 1841)",[146.85847669 153.95733682 157.25375227],[4553.77190296 3886.14696742 3880.68320325],5
2018_18-25_1917_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(2636, 1865)",[175.22321679 169.97491324 180.84786113],[3822.15905417 3419.50382528 3682.17940862],5
2018_18-25_1914_IRN_a_R_C.jpg,2018,18-25,IRN,Iran (Islamic Republic of),S. Asia,"(645, 887)",[129.47068859 125.64463438 121.57682284],[2533.47652345 2373.3677226  2184.46235507],5
2018_18-25_1914_IRN_b_R_C.jpg,2018,18-25,IRN,Iran (Islamic Republic of),S. Asia,"(895, 660)",[151.1657051  150.72425258 158.46557136],[3633.8864135  3469.46544977 3659.5152037 ],5
2018_18-25_1838_CZE_R_C.jpg,2018,18-25,CZE,Czech Republic,Eastern Europe,"(1244, 906)",[ 77.14886732  84.55570669 122.95370627],[2860.3479089  2583.46643887 2585.08729989],5
2018_18-25_1898_POL_R_C.jpg,2018,18-25,POL,Poland,Eastern Europe,"(752, 966)",[70.90021502 72.57028462 73.00352132],[4603.19700658 4383.17365076 4063.69004531],5
2018_18-25_1903_POL_R_C.jpg,2018,18-25,POL,Poland,Eastern Europe,"(1487, 1912)",[28.78922981 42.60476747 60.06749218],[370.93206532 443.32601621 667.53445725],5
2018_18-25_1691_LTU_R_C.jpg,2018,18-25,LTU,Lithuania,Northern Europe,"(1928, 1400)",[121.80740182 105.94430498  68.16764078],[2747.06633548 2508.17708331 1104.98174912],5
2018_18-25_1598_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1774, 2697)",[78.25959802 74.91109668 81.12871958],[2572.6904564  2430.82378693 2973.33279896],5
2018_18-25_1599_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(2706, 1834)",[32.72777909 32.62598483 37.0307288 ],[3332.96366294 3233.4460061  3289.204907  ],5
2018_18-25_1690_LTU_R_C.jpg,2018,18-25,LTU,Lithuania,Northern Europe,"(1930, 1416)",[62.03439558 77.21384108 73.91789102],[2944.4153098  3584.84612894 3704.42204972],5
2018_18-25_1612_LVA_R_C.jpg,2018,18-25,LVA,Latvia,Northern Europe,"(1681, 2311)",[70.24134966 68.75627698 73.57402625],[2667.84089987 1604.02740351 2049.62966233],5
2018_18-25_1603_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(2693, 3513)",[ 90.34699211  96.41172341 111.31327574],[1697.03511995 1853.90158307 2610.18897857],5
2018_18-25_1596_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1818, 2699)",[147.65567739 150.82021394 150.34724856],[4739.30200713 4073.46767084 4724.04724646],5
2018_18-25_1597_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(2704, 1888)",[148.34874495 147.21031088 151.27352388],[5299.63065505 5192.25731282 5413.33669345],5
2018_18-25_1566_ROM_R_C.jpg,2018,18-25,ROM,Unknown,Unknown,"(900, 1249)",[104.47383774 102.77290544 100.75351659],[2210.34450636 2049.5832835  1779.42383271],5
2018_18-25_1491_MYS_R_C.jpg,2018,18-25,MYS,Malaysia,Southeast Asia,"(1681, 1173)",[78.33740978 74.90704646 66.18748634],[2908.92405884 2495.48740465 2021.2336771 ],5
2018_18-25_1170_UKR_R_C.jpg,2018,18-25,UKR,Ukraine,Eastern Europe,"(2507, 1905)",[41.87418514 42.01283252 45.01899626],[2689.13740662 2291.45732419 2106.90536337],5
2018_18-25_1490_MYS_R_C.jpg,2018,18-25,MYS,Malaysia,Southeast Asia,"(1149, 1680)",[53.19563699 53.95562808 55.5590011 ],[3102.18835072 2695.67814014 2516.28464933],5
2018_18-25_1489_MYS_R_C.jpg,2018,18-25,MYS,Malaysia,Southeast Asia,"(1133, 1657)",[108.25441133  85.49828831  69.98645986],[3690.06294262 2718.28631468 1988.40373254],5
2018_18-25_1294_SVK_R_C.jpg,2018,18-25,SVK,Slovakia,Eastern Europe,"(1230, 1756)",[52.66901402 52.11867974 47.55199039],[1147.29268822  745.57383297  422.55569098],5
2018_18-25_0933_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(1193, 923)",[102.06978501  97.13115238 101.66880748],[2467.80192919 2086.84527782 2121.19797658],5
2018_18-25_0932_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(914, 1345)",[131.07867944 128.60567789 122.66722686],[4592.9562273  4170.02478877 3713.28129998],5
2018_18-25_1173_UKR_R_C.jpg,2018,18-25,UKR,Ukraine,Eastern Europe,"(1799, 2480)",[83.12410232 75.71915244 65.55907987],[3762.70189024 3018.84072534 2170.30877758],5
2018_18-25_0934_MEX_R_C.jpg,2018,18-25,MEX,Mexico,Latin America and the Caribbean,"(2061, 1492)",[59.79409609 60.66565984 66.03016704],[1712.8539191  1453.46795163 1400.67802519],5
